Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Minuten,Tore,Vorlagen,Gelbe Karten,Rote Karten,Expected Goals,Expected Assists,Erfolgreiche Dribblings,Erfolgreiche Pässe,Potential,Größe,Gewicht,Starker Fuß,Beidfüßigkeit,Skill-Moves,Internationaler Ruf,Arbeitsrate,Schnelligkeit,Schießen,Passen,Dribbling,Verteidigung,Physis,xGoalDiff
21,Franck Ribéry,Left Winger,38,3.0,France,Fiorentina,Serie A,Salernitana,Serie A,2149.0,2.0,6.0,6.0,1.0,2.6,5.8,96.0,109.0,79,170,72,Right,5,5,4,High/Low,69.0,73.0,81.0,85.0,30.0,53.0,-0.6000000000000001
21,Justin Che,Right-Back,18,3.0,United States,Dallas,MLS,TSG Hoffenheim,Bundesliga,1016.0,0.0,3.0,0.0,0.0,0.2,1.8,24.0,36.0,81,185,75,Right,2,2,1,High/High,70.0,25.0,50.0,57.0,60.0,65.0,-0.2
21,Ashley Fletcher,Centre-Forward,25,3.0,England,Middlesbrough,Championship,Watford,Premier League,501.0,2.0,1.0,1.0,0.0,2.0,0.2,3.0,8.0,73,188,78,Right,2,3,1,Medium/Low,73.0,69.0,44.0,67.0,29.0,69.0,0.0
21,Maxime Busi,Right-Back,22,3.0,Belgium,Parma,Serie B,Stade Reims,Ligue 1,1195.0,0.0,1.0,3.0,0.0,0.5,1.2,28.0,66.0,75,182,75,Right,3,2,1,High/Medium,73.0,49.0,59.0,71.0,63.0,68.0,-0.5
21,Kévin Gameiro,Centre-Forward,34,3.0,France,Valencia,LaLiga,R. Strasbourg,Ligue 1,1077.0,4.0,1.0,0.0,0.0,3.8,0.9,7.0,19.0,77,172,70,Right,4,3,3,Medium/Medium,83.0,77.0,74.0,75.0,41.0,67.0,0.20000000000000018
21,Valère Germain,Centre-Forward,31,3.0,France,Marseille,Ligue 1,Montpellier,Ligue 1,857.0,3.0,0.0,1.0,0.0,2.2,0.1,4.0,17.0,73,181,75,Right,4,3,2,Medium/Medium,68.0,74.0,70.0,73.0,39.0,66.0,0.7999999999999998
21,Juraj Kucka,Central Midfield,34,3.0,Slovakia,Parma,Serie B,Watford,Premier League,2334.0,7.0,2.0,8.0,0.0,7.1,2.0,35.0,77.0,77,186,84,Right,4,3,2,High/Medium,58.0,74.0,73.0,74.0,77.0,87.0,-0.09999999999999964
21,Radu Drăgușin,Centre-Back,19,3.0,Romania,Juventus,Serie A,Sampdoria,Serie A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,191,80,Right,3,2,1,Medium/High,69.0,30.0,45.0,53.0,67.0,71.0,0.0
21,Pierre-Yves Hamel,Centre-Forward,27,3.0,France,FC Lorient,Ligue 1,Clermont Foot,Ligue 1,849.0,4.0,2.0,5.0,0.0,3.1,0.7,6.0,14.0,72,189,76,Right,3,3,1,Medium/Medium,57.0,72.0,57.0,66.0,28.0,63.0,0.8999999999999999
21,Rubén Alcaraz,Central Midfield,30,3.0,Spain,Real Valladolid,2ª División,Cádiz CF,LaLiga,2165.0,1.0,0.0,10.0,0.0,1.8,0.5,25.0,107.0,74,183,81,Right,4,3,1,Low/High,61.0,71.0,74.0,70.0,74.0,82.0,-0.8
21,Ishak Belfodil,Centre-Forward,29,2.8,Algeria,TSG Hoffenheim,Bundesliga,Hertha BSC,Bundesliga,596.0,0.0,1.0,0.0,0.0,1.5,0.9,9.0,8.0,74,192,86,Right,2,3,2,High/Medium,65.0,74.0,68.0,74.0,36.0,74.0,-1.5
21,David Okereke,Centre-Forward,23,2.8,Nigeria,Club Brugge,JPL,Venezia,Serie A,796.0,4.0,1.0,0.0,0.0,2.9,1.0,29.0,38.0,76,181,77,Right,4,3,1,High/Medium,85.0,67.0,54.0,73.0,26.0,66.0,1.1
21,Valerio Verre,Central Midfield,28,2.8,Italy,Sampdoria,Serie A,FC Empoli,Serie A,998.0,3.0,3.0,3.0,0.0,1.9,1.6,32.0,70.0,76,181,70,Right,4,3,2,Medium/Medium,70.0,74.0,74.0,75.0,65.0,66.0,1.1
21,Rubén Rochina,Right Winger,30,2.8,Spain,Levante,LaLiga,Granada CF,LaLiga,1404.0,0.0,1.0,5.0,0.0,1.4,1.7,26.0,113.0,77,182,76,Left,2,4,1,Medium/Medium,70.0,77.0,78.0,81.0,54.0,68.0,-1.4
21,Abdu Conté,Left-Back,23,1.5,Portugal,Moreirense,Liga Portugal,Troyes,Ligue 1,1842.0,0.0,3.0,2.0,0.0,0.3,3.7,54.0,74.0,77,183,76,Left,2,3,1,Medium/High,76.0,46.0,52.0,65.0,65.0,76.0,-0.3
21,Sven Michel,Left Winger,31,8.0,Germany,SC Paderborn,2. Bundesliga,Union Berlin,Bundesliga,1619.0,7.0,6.0,1.0,0.0,8.3,4.9,59.0,50.0,70,179,79,Left,3,3,1,High/Medium,82.0,70.0,63.0,71.0,33.0,70.0,-1.3000000000000007
21,Anton Stach,Defensive Midfield,22,2.5,Germany,Greuther Fürth,Bundesliga,1.FSV Mainz 05,Bundesliga,1992.0,1.0,0.0,6.0,1.0,1.2,1.2,38.0,103.0,77,194,86,Right,3,2,1,High/Medium,69.0,51.0,65.0,62.0,64.0,74.0,-0.19999999999999996
21,Chris Führich,Left Winger,23,2.5,Germany,SC Paderborn,2. Bundesliga,VfB Stuttgart,Bundesliga,2372.0,13.0,2.0,2.0,0.0,7.7,5.8,79.0,63.0,79,178,69,Right,4,3,1,High/Medium,81.0,66.0,68.0,74.0,54.0,61.0,5.3
21,Fali Candé,Centre-Back,24,1.0,Guinea-Bissau,Portimonense,Liga Portugal,FC Metz,Ligue 1,1358.0,2.0,0.0,5.0,0.0,1.3,0.9,18.0,45.0,76,184,76,Left,2,2,1,Medium/Medium,73.0,50.0,58.0,62.0,64.0,66.0,0.7
21,Giulian Biancone,Centre-Back,21,1.3,France,Monaco,Ligue 1,Troyes,Ligue 1,92.0,0.0,0.0,1.0,0.0,0.0,0.1,4.0,6.0,78,187,79,Right,4,3,1,High/Medium,72.0,47.0,59.0,66.0,61.0,74.0,0.0
21,Ardian Ismajli,Centre-Back,24,2.5,Albania,Spezia Calcio,Serie A,FC Empoli,Serie A,1297.0,1.0,1.0,3.0,1.0,0.7,0.6,4.0,40.0,76,185,76,Right,3,2,1,Medium/Medium,72.0,28.0,49.0,61.0,74.0,66.0,0.30000000000000004
21,Jere Uronen,Left-Back,27,2.5,Finland,KRC Genk,JPL,Stade Brestois,Ligue 1,1844.0,0.0,1.0,3.0,0.0,0.6,2.1,26.0,78.0,74,177,69,Left,4,3,1,High/High,72.0,57.0,69.0,67.0,69.0,75.0,-0.6
21,Rick van Drongelen,Centre-Back,22,2.5,Netherlands,Hamburger SV,2. Bundesliga,Union Berlin,Bundesliga,217.0,0.0,1.0,1.0,0.0,0.0,0.4,4.0,8.0,77,185,81,Left,4,2,1,Low/Medium,60.0,25.0,56.0,53.0,69.0,73.0,0.0
21,Masaya Okugawa,Left Winger,25,2.5,Japan,RB Salzburg,Bundesliga,Arm. Bielefeld,Bundesliga,313.0,0.0,1.0,0.0,0.0,,,,,76,177,62,Left,4,3,1,Medium/Medium,76.0,65.0,68.0,78.0,38.0,42.0,
21,Thiago Galhardo,Centre-Forward,32,2.5,Brazil,Internacional,Série A,Celta de Vigo,LaLiga,460.0,1.0,0.0,3.0,0.0,1.1,1.4,6.0,9.0,70,183,75,Right,3,4,1,Medium/Medium,64.0,74.0,47.0,67.0,24.0,52.0,-0.10000000000000009
21,Maximilian Ullmann,Left-Back,25,2.5,Austria,Rapid Vienna,Bundesliga,Venezia,Serie A,2868.0,1.0,3.0,3.0,0.0,,,,,77,180,65,Left,4,2,1,Medium/Medium,86.0,60.0,64.0,69.0,65.0,70.0,
21,Gianluca Frabotta,Left-Back,22,2.5,Italy,Juventus,Serie A,Hellas Verona,Serie A,689.0,0.0,1.0,5.0,0.0,0.2,0.9,14.0,32.0,81,187,70,Left,3,2,1,Medium/Medium,70.0,55.0,68.0,68.0,66.0,68.0,-0.2
21,Levin Öztunali,Left Winger,25,2.5,Germany,1.FSV Mainz 05,Bundesliga,Union Berlin,Bundesliga,758.0,1.0,2.0,0.0,0.0,0.6,0.9,25.0,19.0,73,184,79,Right,3,3,1,Medium/Low,81.0,68.0,67.0,74.0,48.0,68.0,0.4
21,Pawel Wszolek,Right-Back,29,2.5,Poland,Legia Warszawa,Ekstraklasa,Union Berlin,Bundesliga,1578.0,3.0,5.0,1.0,0.0,,,,,71,183,78,Right,2,3,1,Medium/Low,78.0,63.0,67.0,68.0,54.0,72.0,
21,Andi Zeqiri,Centre-Forward,22,2.5,Switzerland,Brighton,Premier League,FC Augsburg,Bundesliga,171.0,0.0,0.0,0.0,0.0,0.7,0.1,2.0,2.0,76,185,80,Left,4,3,1,High/Low,71.0,67.0,56.0,67.0,22.0,66.0,-0.7
21,Fabio Depaoli,Right-Back,24,2.5,Italy,Sampdoria,Serie A,Hellas Verona,Serie A,77.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,77,182,71,Right,3,3,1,Medium/Medium,74.0,53.0,70.0,72.0,69.0,57.0,-0.1
21,Genki Haraguchi,Attacking Midfield,30,2.5,Japan,Hannover 96,2. Bundesliga,Union Berlin,Bundesliga,3011.0,9.0,6.0,1.0,0.0,4.2,4.9,95.0,174.0,74,179,68,Right,4,4,2,High/High,84.0,66.0,70.0,78.0,44.0,53.0,4.8
21,Salvatore Sirigu,Goalkeeper,34,2.5,Italy,Torino,Serie A,Genoa,Serie A,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,192,85,Right,2,1,3,Medium/Medium,,,,,,,0.0
21,Sada Thioub,Right Winger,26,2.5,Senegal,Angers SCO,Ligue 1,Saint-Étienne,Ligue 1,1256.0,1.0,1.0,0.0,0.0,1.1,1.9,52.0,63.0,74,179,75,Left,4,3,1,High/Medium,78.0,71.0,69.0,73.0,30.0,69.0,-0.10000000000000009
21,Federico Di Francesco,Left Winger,27,2.5,Italy,SPAL,Serie B,FC Empoli,Serie A,1522.0,4.0,2.0,3.0,0.0,3.7,1.7,65.0,51.0,75,171,75,Right,4,4,1,High/Medium,79.0,70.0,73.0,81.0,39.0,60.0,0.2999999999999998
21,Osman Bukari,Right Winger,22,2.5,Ghana,KAA Gent,JPL,FC Nantes,Ligue 1,1616.0,4.0,3.0,3.0,0.0,6.3,4.9,82.0,57.0,77,170,68,Right,5,3,1,High/Medium,87.0,63.0,62.0,76.0,29.0,62.0,-2.3
21,Andrea Conti,Right-Back,27,2.5,Italy,AC Milan,Serie A,Sampdoria,Serie A,28.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,3.0,77,184,76,Right,2,3,2,Medium/Medium,75.0,58.0,69.0,74.0,73.0,64.0,0.0
21,Mamadou Loum,Defensive Midfield,24,2.5,Senegal,FC Porto,Liga Portugal,Alavés,LaLiga,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,188,80,Right,2,2,1,Medium/High,49.0,53.0,59.0,62.0,70.0,80.0,0.0
21,Mitchell van Bergen,Right Winger,22,2.4,Netherlands,Heerenveen,Eredivisie,Stade Reims,Ligue 1,2717.0,4.0,1.0,2.0,0.0,6.4,4.9,148.0,50.0,79,170,62,Right,5,3,1,Medium/High,93.0,65.0,64.0,75.0,27.0,51.0,-2.4000000000000004
21,Mehdi Bourabia,Central Midfield,30,2.3,Morocco,Sassuolo,Serie A,Spezia Calcio,Serie A,528.0,1.0,0.0,2.0,0.0,0.5,0.1,5.0,13.0,68,183,73,Right,3,3,1,High/Medium,56.0,61.0,69.0,71.0,63.0,60.0,0.5
21,Lorenzo Tonelli,Centre-Back,31,2.0,Italy,Sampdoria,Serie A,FC Empoli,Serie A,1782.0,1.0,0.0,11.0,0.0,2.0,0.0,2.0,42.0,73,183,75,Right,3,2,2,Low/High,56.0,31.0,44.0,59.0,76.0,67.0,-1.0
21,Przemyslaw Frankowski,Right Midfield,26,2.0,Poland,Chicago,MLS,Lens,Ligue 1,1062.0,2.0,2.0,2.0,0.0,3.8,3.0,37.0,64.0,72,175,70,Right,3,3,1,High/Medium,92.0,57.0,66.0,67.0,48.0,70.0,-1.7999999999999998
21,Adrian Semper,Goalkeeper,23,2.3,Croatia,Chievo Verona,Without Club,Genoa,Serie A,3150.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,77,194,89,Right,2,1,1,Medium/Medium,,,,,,,0.0
21,Liam Henderson,Central Midfield,25,2.2,Scotland,Lecce,Serie B,FC Empoli,Serie A,2540.0,3.0,7.0,4.0,0.0,3.7,5.5,71.0,202.0,72,183,76,Right,3,3,1,Medium/Medium,62.0,60.0,67.0,70.0,53.0,74.0,-0.7000000000000002
21,Stefan Mitrovic,Centre-Back,31,2.2,Serbia,R. Strasbourg,Ligue 1,Getafe,LaLiga,2784.0,2.0,0.0,3.0,1.0,1.3,0.3,7.0,48.0,73,189,84,Right,5,2,1,Low/High,33.0,34.0,51.0,54.0,74.0,81.0,0.7
21,Sikou Niakaté,Centre-Back,22,2.2,Mali,Guingamp,Ligue 2,FC Metz,Ligue 1,2556.0,1.0,1.0,14.0,0.0,2.0,1.1,33.0,102.0,75,186,76,Left,3,2,1,Medium/Medium,68.0,28.0,44.0,61.0,65.0,78.0,-1.0
21,Radamel Falcao,Centre-Forward,35,2.2,Colombia,Galatasaray,Süper Lig,Rayo Vallecano,LaLiga,869.0,9.0,2.0,3.0,1.0,,,,,78,177,72,Right,4,3,3,High/Medium,56.0,79.0,67.0,76.0,41.0,69.0,
21,Etrit Berisha,Goalkeeper,32,2.2,Albania,SPAL,Serie B,Torino,Serie A,2250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75,194,92,Left,2,1,2,Medium/Medium,,,,,,,0.0
21,Alessandro Vogliacco,Centre-Back,22,1.3,Italy,Pordenone,Serie B,Genoa,Serie A,2389.0,0.0,1.0,7.0,0.0,2.2,0.4,21.0,113.0,75,186,78,Right,3,2,1,Medium/High,68.0,36.0,51.0,53.0,66.0,63.0,-2.2
21,Riccardo Gagliolo,Centre-Back,31,2.0,Sweden,Parma,Serie B,Salernitana,Serie A,1956.0,2.0,2.0,6.0,0.0,3.2,1.2,37.0,118.0,73,180,75,Left,4,2,1,Medium/High,74.0,51.0,53.0,64.0,72.0,71.0,-1.2000000000000002
21,Auston Trusty,Centre-Back,23,2.0,United States,Colorado,MLS,Arsenal,Premier League,2970.0,1.0,0.0,4.0,0.0,1.1,0.8,33.0,141.0,78,191,85,Left,3,2,1,Low/High,77.0,40.0,47.0,47.0,68.0,78.0,-0.10000000000000009
21,Emanuel Aiwu,Centre-Back,20,2.0,Austria,Admira Wacker,Bundesliga,Rapid Vienna,Bundesliga,2498.0,1.0,0.0,5.0,0.0,,,,,76,184,77,Right,3,2,1,Low/Medium,70.0,42.0,54.0,55.0,65.0,75.0,
21,Bryan Lasme,Centre-Forward,22,2.0,France,FC Sochaux,Ligue 2,Arm. Bielefeld,Bundesliga,1712.0,9.0,2.0,4.0,0.0,7.5,3.0,51.0,41.0,78,188,85,Left,3,3,1,Medium/Medium,83.0,66.0,52.0,62.0,24.0,71.0,1.5
21,Jeremy Dudziak,Left-Back,25,2.0,Tunisia,Hamburger SV,2. Bundesliga,Greuther Fürth,Bundesliga,1706.0,2.0,6.0,2.0,0.0,2.1,4.5,63.0,98.0,75,176,70,Left,3,3,1,High/Medium,75.0,62.0,72.0,77.0,65.0,66.0,-0.10000000000000009
21,Janni Serra,Centre-Forward,23,2.0,Germany,Holstein Kiel,2. Bundesliga,Arm. Bielefeld,Bundesliga,2204.0,13.0,3.0,3.0,0.0,11.7,2.4,21.0,43.0,77,193,87,Left,4,2,1,Medium/High,61.0,72.0,52.0,61.0,37.0,77.0,1.3000000000000007
21,Nick Viergever,Centre-Back,32,2.0,Netherlands,PSV Eindhoven,Eredivisie,Greuther Fürth,Bundesliga,1092.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,77.0,74,183,77,Left,2,2,1,Medium/High,64.0,54.0,65.0,67.0,74.0,75.0,0.0
21,Sebastian Vasiliadis,Central Midfield,23,2.0,Greece,SC Paderborn,2. Bundesliga,Arm. Bielefeld,Bundesliga,1155.0,0.0,2.0,4.0,0.0,1.5,2.3,35.0,49.0,75,175,75,Right,3,3,1,Medium/Medium,71.0,61.0,66.0,73.0,64.0,73.0,-1.5
21,Omar Marmoush,Centre-Forward,22,2.0,Egypt,VfL Wolfsburg,Bundesliga,VfB Stuttgart,Bundesliga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,177,73,Right,3,4,1,High/Low,86.0,68.0,59.0,76.0,29.0,54.0,0.0
21,Paul Jaeckel,Centre-Back,22,2.0,Germany,Greuther Fürth,Bundesliga,Union Berlin,Bundesliga,1843.0,1.0,0.0,2.0,0.0,0.6,0.1,21.0,68.0,77,188,80,Right,3,2,1,Medium/Medium,73.0,33.0,51.0,51.0,72.0,71.0,0.4
21,Kevin-Prince Boateng,Attacking Midfield,34,2.0,Ghana,Monza,Serie B,Hertha BSC,Bundesliga,1701.0,5.0,4.0,3.0,0.0,7.2,2.5,17.0,121.0,78,185,86,Right,4,4,3,Medium/Medium,69.0,78.0,77.0,80.0,66.0,74.0,-2.2
21,Jaume Costa,Left-Back,33,2.0,Spain,Villarreal,LaLiga,RCD Mallorca,LaLiga,351.0,0.0,1.0,1.0,0.0,0.1,0.2,9.0,13.0,78,171,62,Left,3,3,1,High/High,73.0,61.0,71.0,73.0,77.0,68.0,-0.1
21,Amine Bassi,Attacking Midfield,23,2.0,Morocco,AS Nancy,Ligue 2,FC Metz,Ligue 1,1475.0,7.0,3.0,2.0,0.0,3.2,6.6,31.0,127.0,77,173,69,Right,4,4,1,High/Low,69.0,67.0,68.0,74.0,49.0,61.0,3.8
21,Matteo Ruggeri,Left Midfield,19,2.0,Italy,Atalanta BC,Serie A,Salernitana,Serie A,208.0,0.0,0.0,0.0,0.0,0.1,0.0,6.0,4.0,78,179,79,Left,3,2,1,Medium/Medium,65.0,49.0,62.0,64.0,64.0,63.0,-0.1
21,Nani,Left Winger,35,2.0,Portugal,Orlando,MLS,Venezia,Serie A,1831.0,10.0,7.0,4.0,1.0,6.5,4.0,86.0,108.0,81,177,70,Right,5,5,4,High/Medium,70.0,77.0,81.0,85.0,37.0,68.0,3.5
21,Enzo Crivelli,Centre-Forward,26,2.0,France,Basaksehir,Süper Lig,Saint-Étienne,Ligue 1,1956.0,2.0,1.0,4.0,0.0,,,,,74,184,84,Right,3,2,1,High/High,63.0,70.0,62.0,67.0,36.0,85.0,
21,Sofiane Alakouch,Right-Back,22,2.0,Morocco,Nîmes Olympique,Ligue 2,FC Metz,Ligue 1,1505.0,0.0,2.0,4.0,0.0,0.2,1.3,35.0,65.0,78,175,66,Right,3,3,1,High/Medium,73.0,45.0,67.0,72.0,70.0,65.0,-0.2
21,Martín Merquelanz,Left Winger,26,2.0,Spain,Real Sociedad,LaLiga,Rayo Vallecano,LaLiga,549.0,0.0,1.0,0.0,0.0,1.2,2.1,18.0,19.0,75,176,72,Left,3,3,1,Medium/Medium,72.0,77.0,75.0,74.0,45.0,66.0,-1.2
21,Lassana Coulibaly,Central Midfield,25,2.0,Mali,Angers SCO,Ligue 1,Salernitana,Serie A,1687.0,1.0,1.0,4.0,1.0,1.2,0.6,20.0,65.0,78,183,77,Right,3,3,1,Medium/Medium,73.0,58.0,67.0,72.0,71.0,74.0,-0.19999999999999996
21,Guglielmo Vicario,Goalkeeper,24,2.0,Italy,Cagliari Calcio,Serie A,FC Empoli,Serie A,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,188,76,Right,1,1,1,Medium/Medium,,,,,,,0.0
21,Damien Da Silva,Centre-Back,33,2.0,France,Stade Rennais,Ligue 1,Olympique Lyon,Ligue 1,2661.0,4.0,0.0,7.0,1.0,2.1,0.3,28.0,145.0,77,184,83,Right,4,2,2,Medium/High,50.0,37.0,59.0,55.0,78.0,78.0,1.9
21,Gonzalo Escalante,Central Midfield,28,2.0,Argentina,Lazio,Serie A,Alavés,LaLiga,733.0,0.0,1.0,5.0,0.0,0.7,0.3,11.0,45.0,78,182,76,Right,3,3,1,Medium/High,66.0,67.0,72.0,72.0,75.0,75.0,-0.7
21,Fede San Emeterio,Central Midfield,24,2.0,Spain,Real Valladolid,2ª División,Cádiz CF,LaLiga,1460.0,0.0,0.0,7.0,0.0,0.1,0.1,0.0,34.0,79,174,68,Right,3,2,1,Low/High,62.0,56.0,62.0,62.0,74.0,78.0,-0.1
21,Enzo Roco,Centre-Back,28,2.0,Chile,Karagümrük,Süper Lig,Elche CF,LaLiga,2737.0,3.0,1.0,8.0,2.0,,,,,74,192,79,Right,3,2,2,Medium/High,33.0,41.0,54.0,58.0,75.0,77.0,
21,Juan Jesus,Centre-Back,30,2.0,Brazil,AS Roma,Serie A,Napoli,Serie A,157.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,73,185,83,Left,3,2,2,Low/High,71.0,33.0,52.0,59.0,75.0,73.0,0.0
21,Rasmus Højlund,Centre-Forward,18,1.0,Denmark,FC Copenhagen,Superliga,Sturm Graz,Bundesliga,165.0,0.0,0.0,0.0,0.0,,,,,70,192,85,Left,3,2,1,Medium/Medium,75.0,51.0,41.0,57.0,19.0,56.0,
21,Stefano Sabelli,Right-Back,28,1.9,Italy,FC Empoli,Serie A,Genoa,Serie A,875.0,0.0,3.0,2.0,0.0,0.2,1.6,25.0,51.0,71,176,70,Right,3,2,1,High/Medium,76.0,40.0,60.0,64.0,68.0,72.0,-0.2
21,Daniele Baselli,Central Midfield,29,1.9,Italy,Torino,Serie A,Cagliari Calcio,Serie A,396.0,0.0,0.0,2.0,0.0,0.3,0.7,7.0,25.0,76,182,75,Right,3,4,2,High/Medium,68.0,72.0,78.0,80.0,66.0,61.0,-0.3
21,Eray Cömert,Centre-Back,23,1.8,Switzerland,FC Basel,Super League,Valencia,LaLiga,2494.0,1.0,0.0,3.0,1.0,,,,,82,183,80,Right,4,2,1,Medium/Medium,78.0,44.0,54.0,56.0,70.0,76.0,
21,Isaac Success,Centre-Forward,25,1.8,Nigeria,Watford,Premier League,Udinese Calcio,Serie A,360.0,1.0,0.0,2.0,0.0,0.2,0.3,5.0,12.0,75,182,90,Right,3,3,1,Medium/Medium,72.0,68.0,64.0,73.0,35.0,62.0,0.8
21,Deiver Machado,Left-Back,27,9.0,Colombia,Toulouse,Ligue 2,Lens,Ligue 1,2792.0,1.0,4.0,5.0,0.0,1.6,3.4,83.0,68.0,71,173,75,Left,3,2,1,High/Medium,86.0,56.0,63.0,71.0,65.0,70.0,-0.6000000000000001
21,Mikael,Centre-Forward,22,1.8,Brazil,Sport Recife,Série B,Salernitana,Serie A,1951.0,8.0,1.0,2.0,0.0,8.6,1.2,19.0,27.0,71,185,81,Right,5,3,1,Medium/High,71.0,71.0,56.0,65.0,38.0,78.0,-0.5999999999999996
21,Timo Hübers,Centre-Back,24,1.8,Germany,Hannover 96,2. Bundesliga,1.FC Köln,Bundesliga,1756.0,2.0,0.0,4.0,0.0,2.0,0.2,12.0,69.0,75,190,82,Right,4,2,1,Medium/High,83.0,39.0,54.0,56.0,72.0,71.0,0.0
21,Lucas Perrin,Centre-Back,22,1.8,France,Marseille,Ligue 1,R. Strasbourg,Ligue 1,308.0,1.0,0.0,1.0,0.0,0.4,0.0,0.0,12.0,74,187,71,Right,2,2,1,Low/Medium,47.0,35.0,49.0,54.0,71.0,69.0,0.6
21,Saîf-Eddine Khaoui,Attacking Midfield,26,1.8,Tunisia,Marseille,Ligue 1,Clermont Foot,Ligue 1,606.0,2.0,1.0,4.0,0.0,0.9,0.5,7.0,31.0,74,180,68,Left,3,3,1,Medium/Medium,65.0,68.0,70.0,73.0,46.0,60.0,1.1
21,Enzo Millot,Attacking Midfield,19,1.0,France,Monaco,Ligue 1,VfB Stuttgart,Bundesliga,41.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,0.0,79,175,64,Left,3,3,1,Medium/Medium,65.0,60.0,66.0,71.0,52.0,44.0,-0.2
21,Carlos Bacca,Centre-Forward,34,1.8,Colombia,Villarreal,LaLiga,Granada CF,LaLiga,786.0,5.0,0.0,1.0,0.0,3.2,1.0,11.0,14.0,77,181,77,Right,3,3,3,Medium/Low,67.0,75.0,64.0,75.0,33.0,65.0,1.7999999999999998
21,Andreas Voglsammer,Centre-Forward,29,1.7,Germany,Arm. Bielefeld,Bundesliga,Union Berlin,Bundesliga,1000.0,2.0,2.0,1.0,0.0,3.9,1.9,20.0,23.0,72,178,81,Right,3,3,1,High/Medium,79.0,74.0,65.0,69.0,38.0,79.0,-1.9
21,Ismaël Doukouré,Defensive Midfield,18,1.5,France,Valenciennes FC,Ligue 2,R. Strasbourg,Ligue 1,1078.0,0.0,0.0,5.0,0.0,0.1,0.1,5.0,35.0,76,182,70,Right,2,2,1,Medium/Medium,67.0,25.0,39.0,48.0,65.0,56.0,-0.1
21,Karol Fila,Right-Back,23,1.5,Poland,Lechia Gdansk,Ekstraklasa,R. Strasbourg,Ligue 1,1774.0,1.0,0.0,4.0,0.0,,,,,72,180,72,Right,2,3,1,High/Medium,81.0,47.0,60.0,61.0,61.0,68.0,
21,Marcelo,Centre-Back,34,1.5,Brazil,Olympique Lyon,Ligue 1,G. Bordeaux,Ligue 1,2907.0,3.0,0.0,7.0,2.0,1.8,0.5,18.0,146.0,68,185,82,Right,3,2,1,Medium/Medium,32.0,35.0,50.0,51.0,65.0,80.0,1.2
21,Afimico Pululu,Centre-Forward,22,1.5,Angola,FC Basel,Super League,Greuther Fürth,Bundesliga,959.0,3.0,4.0,3.0,0.0,,,,,80,175,80,Left,3,3,1,High/Medium,88.0,62.0,57.0,72.0,26.0,65.0,
21,Alessandro Schöpf,Attacking Midfield,27,1.5,Austria,FC Schalke 04,2. Bundesliga,Arm. Bielefeld,Bundesliga,942.0,0.0,0.0,0.0,0.0,0.5,0.2,19.0,22.0,72,178,74,Right,4,3,1,High/High,70.0,66.0,69.0,71.0,63.0,71.0,-0.5
21,Anderson Niangbo,Attacking Midfield,21,1.5,Cote d'Ivoire,KAA Gent,JPL,Sturm Graz,Bundesliga,861.0,1.0,0.0,0.0,0.0,4.3,0.6,30.0,27.0,76,172,67,Right,3,3,1,Medium/Medium,90.0,65.0,55.0,71.0,23.0,53.0,-3.3
22,Erling Haaland,Centre-Forward,21,150.0,Norway,Bor. Dortmund,Bundesliga,Man City,Premier League,1911.0,22.0,8.0,3.0,0.0,17.9,5.4,40.0,41.0,94,195,94,Left,3,3,4,High/Medium,89.0,91.0,65.0,80.0,49.0,87.0,4.100000000000001
22,Antony,Right Winger,22,35.0,Brazil,Ajax,Eredivisie,Man Utd,Premier League,1724.0,8.0,4.0,5.0,1.0,7.1,4.5,82.0,137.0,88,174,63,Left,3,5,3,High/Medium,93.0,74.0,75.0,86.0,39.0,69.0,0.9000000000000004
22,Aurélien Tchouaméni,Defensive Midfield,22,60.0,France,Monaco,Ligue 1,Real Madrid,LaLiga,2929.0,3.0,2.0,11.0,1.0,2.0,2.8,47.0,250.0,89,187,81,Right,3,3,2,Medium/High,70.0,70.0,79.0,78.0,81.0,82.0,1.0
22,Matthijs de Ligt,Centre-Back,22,70.0,Netherlands,Juventus,Serie A,Bayern Munich,Bundesliga,2674.0,3.0,1.0,4.0,1.0,1.6,1.0,18.0,68.0,89,189,89,Right,3,2,3,Medium/High,75.0,59.0,61.0,69.0,84.0,87.0,1.4
