Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Minuten,Tore,Vorlagen,Gelbe Karten,Rote Karten,Expected Goals,Expected Assists,Erfolgreiche Dribblings,Erfolgreiche Pässe,Potential,Größe,Gewicht,Starker Fuß,Beidfüßigkeit,Skill-Moves,Internationaler Ruf,Arbeitsrate,Schnelligkeit,Schießen,Passen,Dribbling,Verteidigung,Physis,xGoalDiff
18,Duje Caleta-Car,Centre-Back,21,10.0,Croatia,RB Salzburg,Bundesliga,Marseille,Ligue 1,2425.0,2.0,0.0,10.0,0.0,,,,,81,192,89,Right,3,2,1,Medium/Medium,65.0,38.0,47.0,55.0,73.0,79.0,
18,Rui Patrício,Goalkeeper,30,16.0,Portugal,Sporting CP,Liga NOS,Wolves,Premier League,3060.0,0.0,0.0,4.0,0.0,,,,,83,190,84,Left,2,1,3,Medium/Medium,,,,,,,
18,Santiago Arias,Right-Back,26,18.0,Colombia,PSV Eindhoven,Eredivisie,Atlético Madrid,LaLiga,2661.0,3.0,6.0,5.0,0.0,,,,,81,178,72,Right,3,3,2,High/Medium,85.0,53.0,69.0,75.0,74.0,77.0,
18,Salif Sané,Centre-Back,27,18.0,Senegal,Hannover 96,Bundesliga,FC Schalke 04,Bundesliga,2879.0,4.0,1.0,6.0,0.0,1.9,0.6,33.0,138.0,81,196,85,Right,3,3,2,Medium/High,65.0,49.0,64.0,65.0,82.0,81.0,2.1
18,Mark Uth,Centre-Forward,26,18.0,Germany,TSG Hoffenheim,Bundesliga,FC Schalke 04,Bundesliga,2177.0,14.0,8.0,5.0,0.0,9.3,4.3,31.0,44.0,81,185,72,Left,3,3,1,Medium/High,76.0,84.0,69.0,77.0,34.0,67.0,4.699999999999999
18,Youri Tielemans,Central Midfield,21,18.0,Belgium,Monaco,Ligue 1,Leicester,Premier League,1569.0,0.0,1.0,1.0,0.0,1.3,1.1,30.0,109.0,89,176,72,Right,5,4,2,Medium/Medium,53.0,79.0,80.0,77.0,68.0,71.0,-1.3
18,Justin Kluivert,Left Winger,19,15.0,Netherlands,Ajax,Eredivisie,AS Roma,Serie A,2334.0,10.0,5.0,2.0,0.0,,,,,86,171,66,Right,4,4,1,High/Medium,89.0,72.0,67.0,80.0,37.0,64.0,
18,Emiliano Sala,Centre-Forward,28,16.0,Argentina,FC Nantes,Ligue 1,Cardiff,Premier League,3031.0,12.0,4.0,4.0,1.0,16.2,2.7,34.0,67.0,78,187,83,Right,3,3,2,High/High,57.0,77.0,62.0,70.0,60.0,84.0,-4.199999999999999
18,Ben Gibson,Centre-Back,25,10.0,England,Middlesbrough,Championship,Burnley,Premier League,4050.0,1.0,3.0,5.0,0.0,,,,,80,185,78,Left,3,2,1,Medium/Medium,60.0,26.0,45.0,49.0,75.0,72.0,
18,Yves Bissouma,Defensive Midfield,21,8.0,Mali,LOSC Lille,Ligue 1,Brighton,Premier League,1561.0,2.0,1.0,3.0,0.0,2.1,0.7,64.0,113.0,82,182,80,Right,3,3,1,High/Medium,72.0,61.0,70.0,74.0,67.0,65.0,-0.10000000000000009
18,Mattia Perin,Goalkeeper,25,16.0,Italy,Genoa,Serie A,Juventus,Serie A,3330.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89,188,77,Right,3,1,2,Medium/Medium,,,,,,,0.0
18,Nordi Mukiele,Right-Back,20,14.0,France,Montpellier,Ligue 1,RB Leipzig,Bundesliga,2791.0,0.0,1.0,5.0,0.0,1.2,2.7,82.0,200.0,86,185,74,Right,3,3,1,High/High,81.0,36.0,65.0,69.0,77.0,75.0,-1.2
18,Max Meyer,Attacking Midfield,22,18.0,Germany,FC Schalke 04,Bundesliga,Crystal Palace,Premier League,1727.0,0.0,0.0,6.0,0.0,0.2,0.4,21.0,89.0,83,173,68,Right,4,4,2,Medium/Medium,67.0,59.0,79.0,84.0,65.0,66.0,-0.2
18,Leander Dendoncker,Defensive Midfield,23,17.0,Belgium,RSC Anderlecht,JPL,Wolves,Premier League,3057.0,1.0,3.0,7.0,2.0,1.5,2.0,20.0,151.0,84,189,88,Right,4,2,2,High/High,65.0,71.0,76.0,68.0,77.0,84.0,-0.5
18,Alfie Mawson,Centre-Back,24,15.0,England,Swansea,Championship,Fulham,Premier League,3420.0,2.0,1.0,3.0,0.0,1.9,0.6,29.0,92.0,84,188,87,Right,5,2,1,Medium/High,56.0,43.0,50.0,58.0,75.0,74.0,0.10000000000000009
18,Sebastian Rudy,Defensive Midfield,28,15.0,Germany,Bayern Munich,Bundesliga,FC Schalke 04,Bundesliga,1515.0,1.0,4.0,2.0,0.0,0.9,1.4,9.0,121.0,81,179,74,Right,3,3,2,Medium/Medium,67.0,68.0,80.0,80.0,75.0,67.0,0.09999999999999998
18,Mouctar Diakhaby,Centre-Back,21,10.0,Guinea,Olympique Lyon,Ligue 1,Valencia,LaLiga,728.0,1.0,0.0,2.0,0.0,0.5,0.0,6.0,17.0,83,192,78,Right,3,2,1,Medium/Medium,58.0,37.0,49.0,52.0,75.0,79.0,0.5
18,Joris Gnagnon,Centre-Back,21,15.0,France,Stade Rennais,Ligue 1,Sevilla FC,LaLiga,2919.0,2.0,2.0,3.0,0.0,2.6,0.2,10.0,70.0,85,182,89,Right,2,2,1,Medium/Medium,66.0,33.0,46.0,59.0,76.0,79.0,-0.6000000000000001
18,Daniel Wass,Central Midfield,29,15.0,Denmark,Celta de Vigo,LaLiga,Valencia,LaLiga,2932.0,4.0,8.0,3.0,0.0,3.7,6.4,63.0,139.0,82,181,74,Right,3,4,2,High/Medium,75.0,76.0,82.0,79.0,72.0,73.0,0.2999999999999998
18,Paco Alcácer,Centre-Forward,24,15.0,Spain,Barcelona,LaLiga,Bor. Dortmund,Bundesliga,695.0,4.0,3.0,0.0,0.0,3.9,2.1,6.0,13.0,85,175,71,Right,4,3,2,High/Medium,70.0,78.0,62.0,75.0,37.0,63.0,0.10000000000000009
18,Jeison Murillo,Centre-Back,26,15.0,Colombia,Valencia,LaLiga,Barcelona,LaLiga,1374.0,0.0,0.0,4.0,0.0,0.1,0.0,4.0,23.0,73,185,74,Right,3,2,1,Low/Medium,53.0,25.0,48.0,37.0,65.0,66.0,-0.1
18,André Schürrle,Left Winger,27,15.0,Germany,Bor. Dortmund,Bundesliga,Fulham,Premier League,1236.0,1.0,6.0,0.0,0.0,4.1,3.7,54.0,57.0,78,184,73,Right,4,3,3,High/High,78.0,80.0,73.0,78.0,47.0,70.0,-3.0999999999999996
18,Diego Rico,Left-Back,25,2.5,Spain,CD Leganés,LaLiga,Bournemouth,Premier League,2228.0,2.0,2.0,9.0,1.0,1.4,3.5,50.0,107.0,80,183,76,Left,2,3,1,Medium/Medium,71.0,56.0,70.0,67.0,72.0,77.0,0.6000000000000001
18,Matheus Cunha,Centre-Forward,19,1.5,Brazil,FC Sion,Super League,RB Leipzig,Bundesliga,2243.0,10.0,5.0,7.0,0.0,,,,,85,184,75,Right,3,3,1,Medium/Medium,82.0,65.0,59.0,65.0,25.0,64.0,
18,Davy Klaassen,Central Midfield,25,15.0,Netherlands,Everton,Premier League,Werder Bremen,Bundesliga,251.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,11.0,82,179,70,Right,3,3,2,High/High,70.0,78.0,73.0,74.0,66.0,74.0,-0.1
18,Nacer Chadli,Left Winger,29,15.0,Belgium,West Brom,Championship,Monaco,Ligue 1,260.0,1.0,0.0,1.0,0.0,0.2,0.1,4.0,7.0,78,187,85,Right,4,4,2,Medium/Medium,76.0,75.0,75.0,78.0,46.0,76.0,0.8
18,Jonny Evans,Centre-Back,30,15.0,Northern Ireland,West Brom,Championship,Leicester,Premier League,2270.0,2.0,2.0,7.0,0.0,2.1,0.9,21.0,56.0,78,188,77,Right,4,2,2,Medium/High,58.0,32.0,59.0,52.0,78.0,72.0,-0.10000000000000009
18,André Gomes,Central Midfield,25,15.0,Portugal,Barcelona,LaLiga,Everton,Premier League,635.0,0.0,0.0,1.0,0.0,0.6,0.1,21.0,29.0,74,170,66,Right,3,3,1,High/Low,73.0,60.0,60.0,73.0,49.0,43.0,-0.6
18,Cédric Soares,Right-Back,27,15.0,Portugal,Southampton,Premier League,Inter,Serie A,2794.0,0.0,3.0,3.0,0.0,0.7,3.1,52.0,139.0,79,172,67,Right,4,3,2,High/Medium,79.0,66.0,70.0,76.0,73.0,71.0,-0.7
18,Milan Badelj,Defensive Midfield,29,15.0,Croatia,Fiorentina,Serie A,Lazio,Serie A,2351.0,2.0,1.0,9.0,2.0,2.0,2.8,24.0,222.0,80,186,76,Right,4,3,2,Medium/Medium,54.0,63.0,77.0,74.0,77.0,73.0,0.0
18,Wesley Hoedt,Centre-Back,24,15.0,Netherlands,Southampton,Premier League,Celta de Vigo,LaLiga,2520.0,0.0,1.0,7.0,0.0,1.3,0.5,21.0,143.0,80,188,77,Left,3,2,2,Medium/High,60.0,46.0,59.0,57.0,75.0,74.0,-1.3
18,Guido Carrillo,Centre-Forward,27,15.0,Argentina,Southampton,Premier League,CD Leganés,LaLiga,450.0,0.0,1.0,0.0,0.0,0.7,0.4,3.0,8.0,77,165,63,Right,3,3,2,High/High,81.0,64.0,72.0,82.0,49.0,58.0,-0.7
18,Nikola Kalinić,Centre-Forward,30,14.0,Croatia,AC Milan,Serie A,Atlético Madrid,LaLiga,1812.0,6.0,3.0,3.0,0.0,8.6,2.1,16.0,26.0,79,187,80,Right,4,3,3,High/High,70.0,76.0,64.0,74.0,42.0,73.0,-2.5999999999999996
18,Alphonso Davies,Left-Back,18,10.0,Canada,Vancouver,MLS,Bayern Munich,Bundesliga,1065.0,0.0,1.0,1.0,0.0,,,,,87,180,72,Left,4,3,1,High/High,93.0,65.0,61.0,75.0,55.0,71.0,
18,Jean-Eudes Aholou,Defensive Midfield,24,3.0,Cote d'Ivoire,R. Strasbourg,Ligue 1,Monaco,Ligue 1,3006.0,5.0,0.0,4.0,0.0,2.2,1.0,32.0,131.0,83,188,74,Left,3,3,1,High/Medium,74.0,66.0,64.0,73.0,77.0,72.0,2.8
18,Calum Chambers,Centre-Back,23,14.0,England,Arsenal,Premier League,Fulham,Premier League,866.0,0.0,0.0,1.0,0.0,1.4,0.1,11.0,43.0,82,183,66,Right,3,2,1,Low/High,62.0,50.0,64.0,66.0,74.0,73.0,-1.4
18,Nathaniel Clyne,Right-Back,27,15.0,England,Liverpool,Premier League,Bournemouth,Premier League,174.0,0.0,0.0,1.0,0.0,0.1,0.1,5.0,5.0,81,175,67,Right,2,3,2,High/Medium,78.0,61.0,70.0,77.0,79.0,71.0,-0.1
18,Jakub Jankto,Left Midfield,22,15.0,Czech Republic,Udinese Calcio,Serie A,Sampdoria,Serie A,2654.0,4.0,4.0,5.0,0.0,4.3,5.9,78.0,140.0,85,180,74,Left,3,4,2,High/High,79.0,70.0,74.0,77.0,68.0,67.0,-0.2999999999999998
18,Ibrahim Amadou,Defensive Midfield,25,3.5,France,LOSC Lille,Ligue 1,Sevilla FC,LaLiga,2405.0,0.0,0.0,3.0,1.0,0.9,0.4,18.0,114.0,80,184,81,Right,3,3,2,Medium/High,71.0,51.0,63.0,66.0,74.0,80.0,-0.9
18,Rachid Ghezzal,Right Winger,26,4.0,Algeria,Monaco,Ligue 1,Leicester,Premier League,1006.0,2.0,3.0,2.0,1.0,2.6,2.7,39.0,57.0,76,182,70,Left,3,4,2,Medium/Low,72.0,72.0,75.0,78.0,28.0,60.0,-0.6000000000000001
18,Gerard Deulofeu,Centre-Forward,24,14.0,Spain,Barcelona,LaLiga,Watford,Premier League,503.0,1.0,1.0,1.0,0.0,1.2,1.5,32.0,14.0,83,177,73,Right,4,4,3,High/Low,90.0,70.0,75.0,87.0,30.0,56.0,-0.19999999999999996
18,Kwadwo Asamoah,Left Midfield,29,14.0,Ghana,Juventus,Serie A,Inter,Serie A,1568.0,0.0,0.0,4.0,0.0,0.2,0.7,49.0,98.0,79,173,75,Left,3,4,2,High/High,77.0,68.0,78.0,82.0,78.0,77.0,-0.2
18,Chris Mepham,Centre-Back,21,8.0,Wales,Brentford,Championship,Bournemouth,Premier League,1708.0,1.0,0.0,4.0,0.0,,,,,80,191,75,Right,3,2,1,High/High,65.0,26.0,48.0,57.0,67.0,70.0,
18,Salomón Rondón,Centre-Forward,28,13.0,Venezuela,West Brom,Championship,Newcastle,Premier League,2767.0,7.0,3.0,4.0,0.0,7.0,2.8,45.0,66.0,77,186,98,Right,4,3,2,High/Medium,68.0,75.0,55.0,69.0,34.0,78.0,0.0
18,Matej Vydra,Centre-Forward,26,8.0,Czech Republic,Derby,Championship,Burnley,Premier League,2696.0,21.0,4.0,2.0,0.0,,,,,77,175,71,Right,4,3,1,Medium/Medium,84.0,75.0,67.0,74.0,35.0,62.0,
18,Francesco Acerbi,Centre-Back,30,10.0,Italy,Sassuolo,Serie A,Lazio,Serie A,3420.0,0.0,0.0,4.0,0.0,1.0,0.7,35.0,141.0,82,192,88,Left,3,2,2,Medium/Medium,59.0,50.0,58.0,57.0,85.0,80.0,-1.0
18,Mikel Merino,Central Midfield,22,12.0,Spain,Newcastle,Premier League,Real Sociedad,LaLiga,1347.0,1.0,1.0,4.0,0.0,0.6,0.9,25.0,108.0,84,186,83,Left,3,3,1,Medium/Medium,62.0,64.0,72.0,74.0,68.0,72.0,0.4
18,Kévin Malcuit,Right-Back,27,7.5,France,LOSC Lille,Ligue 1,Napoli,Serie A,1817.0,0.0,6.0,2.0,0.0,0.4,3.5,104.0,110.0,77,178,75,Right,3,3,2,High/Medium,84.0,63.0,69.0,76.0,72.0,76.0,-0.4
18,Cheikhou Kouyaté,Defensive Midfield,28,12.0,Senegal,West Ham,Premier League,Crystal Palace,Premier League,2799.0,2.0,3.0,5.0,0.0,2.7,1.1,27.0,66.0,76,189,83,Right,3,3,2,High/Medium,72.0,65.0,61.0,69.0,76.0,85.0,-0.7000000000000002
18,Aarón Martín,Left-Back,21,12.0,Spain,Espanyol,LaLiga,1.FSV Mainz 05,Bundesliga,2815.0,0.0,0.0,6.0,0.0,0.1,2.8,64.0,86.0,64,190,76,Right,3,2,1,Medium/Medium,51.0,39.0,38.0,42.0,65.0,68.0,-0.1
18,Mitchell Weiser,Right-Back,24,12.0,Germany,Hertha BSC,Bundesliga,B. Leverkusen,Bundesliga,1979.0,1.0,2.0,2.0,0.0,0.7,3.7,51.0,120.0,83,176,67,Right,4,4,2,High/Medium,84.0,62.0,75.0,84.0,72.0,69.0,0.30000000000000004
18,Marcelo Saracchi,Left-Back,20,4.5,Uruguay,River Plate,Superliga,RB Leipzig,Bundesliga,1652.0,0.0,1.0,3.0,0.0,0.5,1.4,71.0,92.0,85,172,69,Left,3,3,1,High/Medium,88.0,65.0,71.0,73.0,70.0,72.0,-0.5
18,Denis Suárez,Attacking Midfield,25,12.0,Spain,Barcelona,LaLiga,Arsenal,Premier League,595.0,2.0,2.0,1.0,0.0,1.9,2.7,35.0,27.0,86,176,69,Right,3,3,2,Medium/Medium,77.0,72.0,80.0,83.0,59.0,59.0,0.10000000000000009
18,Sofiane Boufal,Left Winger,24,12.0,Morocco,Southampton,Premier League,Celta de Vigo,LaLiga,1219.0,2.0,2.0,1.0,0.0,1.7,1.8,78.0,76.0,80,170,60,Right,4,4,2,Medium/Low,81.0,68.0,72.0,85.0,27.0,48.0,0.30000000000000004
18,Manolo Gabbiadini,Centre-Forward,27,10.0,Italy,Southampton,Premier League,Sampdoria,Serie A,1081.0,5.0,0.0,2.0,0.0,2.5,0.5,12.0,12.0,79,181,72,Left,3,3,2,High/Low,69.0,79.0,71.0,76.0,26.0,66.0,2.5
18,Benik Afobe,Centre-Forward,25,10.0,DR Congo,Bournemouth,Premier League,Wolves,Premier League,611.0,0.0,0.0,0.0,0.0,1.6,0.1,12.0,9.0,77,183,78,Right,3,3,1,High/Medium,80.0,72.0,59.0,71.0,29.0,71.0,-1.6
18,Suat Serdar,Central Midfield,21,7.5,Germany,1.FSV Mainz 05,Bundesliga,FC Schalke 04,Bundesliga,1703.0,2.0,0.0,3.0,0.0,1.7,1.2,28.0,69.0,83,184,75,Right,3,3,1,Medium/Medium,66.0,62.0,68.0,74.0,69.0,76.0,0.30000000000000004
18,Fodé Ballo-Touré,Left-Back,22,7.0,Senegal,LOSC Lille,Ligue 1,Monaco,Ligue 1,2055.0,0.0,0.0,5.0,1.0,0.1,0.7,43.0,72.0,80,182,70,Left,3,3,1,High/Low,82.0,46.0,65.0,68.0,64.0,61.0,-0.1
18,Soualiho Meïté,Central Midfield,24,8.0,France,Monaco,Ligue 1,Torino,Serie A,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78,187,80,Right,3,3,1,Medium/Medium,66.0,55.0,70.0,72.0,71.0,82.0,0.0
18,Josh Murphy,Left Winger,23,1.5,England,Norwich,Championship,Cardiff,Premier League,2942.0,7.0,3.0,6.0,0.0,,,,,76,173,67,Right,4,3,1,High/Low,82.0,66.0,59.0,74.0,26.0,51.0,
18,David Brooks,Right Winger,20,5.0,Wales,Sheff Utd,Championship,Bournemouth,Premier League,1162.0,3.0,4.0,5.0,0.0,,,,,82,183,62,Left,2,3,1,Medium/Medium,72.0,58.0,65.0,72.0,31.0,52.0,
18,Ozan Kabak,Centre-Back,18,6.5,Türkiye,Galatasaray,Süper Lig,VfB Stuttgart,Bundesliga,1.0,0.0,0.0,0.0,0.0,,,,,80,186,75,Left,3,2,1,Low/High,57.0,32.0,34.0,39.0,61.0,58.0,
18,Sergi Darder,Central Midfield,24,11.0,Spain,Olympique Lyon,Ligue 1,Espanyol,LaLiga,209.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,15.0,83,180,71,Right,3,4,2,Medium/Low,51.0,64.0,77.0,78.0,65.0,66.0,-0.1
18,Armando Izzo,Centre-Back,26,8.5,Italy,Genoa,Serie A,Torino,Serie A,1387.0,1.0,0.0,2.0,0.0,0.9,0.2,24.0,57.0,81,183,78,Right,4,2,1,Medium/Medium,68.0,31.0,45.0,59.0,77.0,71.0,0.09999999999999998
18,Daniel Ginczek,Centre-Forward,27,3.5,Germany,VfB Stuttgart,Bundesliga,VfL Wolfsburg,Bundesliga,1523.0,7.0,0.0,3.0,0.0,7.8,1.4,18.0,31.0,77,190,85,Right,2,3,2,High/Medium,69.0,75.0,51.0,68.0,38.0,80.0,-0.7999999999999998
18,Danilo Barbosa,Defensive Midfield,22,7.0,Brazil,SC Braga,Liga NOS,OGC Nice,Ligue 1,1554.0,4.0,3.0,6.0,0.0,,,,,83,183,76,Right,2,3,1,Medium/Medium,68.0,66.0,71.0,73.0,75.0,76.0,
18,Santiago Cáseres,Defensive Midfield,21,6.0,Argentina,Vélez Sarsfield,Superliga,Villarreal,LaLiga,1987.0,0.0,0.0,9.0,1.0,0.5,1.1,17.0,130.0,80,177,75,Left,4,3,1,Medium/High,69.0,55.0,62.0,66.0,69.0,70.0,-0.5
18,Bernardo,Left-Back,23,6.0,Brazil,RB Leipzig,Bundesliga,Brighton,Premier League,1350.0,1.0,1.0,2.0,0.0,0.6,0.7,31.0,71.0,80,186,76,Left,3,3,1,Medium/Medium,76.0,48.0,58.0,66.0,76.0,72.0,0.4
18,Jérémie Boga,Left Winger,21,2.5,Cote d'Ivoire,Chelsea U23,Premier League 2,Sassuolo,Serie A,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,174,68,Right,3,3,1,High/Low,79.0,68.0,65.0,77.0,37.0,63.0,0.0
18,Yoshinori Muto,Centre-Forward,26,6.0,Japan,1.FSV Mainz 05,Bundesliga,Newcastle,Premier League,1904.0,8.0,2.0,2.0,0.0,4.9,2.7,24.0,26.0,79,178,72,Right,4,3,1,High/High,77.0,73.0,69.0,78.0,41.0,64.0,3.0999999999999996
18,Wout Weghorst,Centre-Forward,25,7.0,Netherlands,AZ Alkmaar,Eredivisie,VfL Wolfsburg,Bundesliga,2762.0,18.0,6.0,5.0,2.0,,,,,79,197,84,Right,3,3,1,High/High,62.0,75.0,56.0,67.0,36.0,83.0,
18,Antonio Barreca,Left-Back,23,3.5,Italy,Torino,Serie A,Monaco,Ligue 1,468.0,0.0,0.0,0.0,1.0,0.0,0.1,7.0,26.0,81,180,70,Left,2,3,1,High/Medium,85.0,34.0,62.0,76.0,71.0,68.0,0.0
18,Myziane Maolida,Left Winger,19,4.5,Comoros,Olympique Lyon,Ligue 1,OGC Nice,Ligue 1,331.0,1.0,0.0,0.0,0.0,0.8,0.9,14.0,10.0,84,182,76,Right,4,3,1,Medium/Low,84.0,65.0,57.0,75.0,21.0,55.0,0.19999999999999996
18,Vicente Iborra,Defensive Midfield,30,9.0,Spain,Leicester,Premier League,Villarreal,LaLiga,1410.0,3.0,0.0,0.0,0.0,1.7,0.5,8.0,79.0,81,190,91,Right,4,3,2,Medium/Medium,37.0,71.0,75.0,70.0,79.0,80.0,1.3
18,Adama Diakhaby,Right Winger,22,5.0,France,Monaco,Ligue 1,Huddersfield,Premier League,850.0,2.0,3.0,2.0,1.0,2.2,0.6,26.0,7.0,80,188,74,Left,2,3,1,High/Medium,77.0,70.0,65.0,75.0,24.0,54.0,-0.20000000000000018
18,Nemanja Maksimovic,Central Midfield,23,5.0,Serbia,Valencia,LaLiga,Getafe,LaLiga,557.0,0.0,0.0,1.0,0.0,0.4,0.4,11.0,22.0,80,184,75,Right,3,3,1,Medium/High,64.0,66.0,69.0,70.0,70.0,68.0,-0.4
18,Ramiro Funes Mori,Centre-Back,27,10.0,Argentina,Everton,Premier League,Villarreal,LaLiga,121.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,78,186,79,Left,3,2,2,Medium/Medium,65.0,49.0,60.0,65.0,77.0,76.0,0.0
18,Valon Berisha,Left Midfield,25,10.0,Kosovo,RB Salzburg,Bundesliga,Lazio,Serie A,1972.0,4.0,4.0,2.0,0.0,,,,,79,176,70,Right,4,4,2,High/Medium,81.0,70.0,71.0,77.0,57.0,79.0,
18,João Moutinho,Central Midfield,31,10.0,Portugal,Monaco,Ligue 1,Wolves,Premier League,2803.0,1.0,6.0,6.0,0.0,1.1,5.8,54.0,310.0,81,170,61,Right,4,3,3,High/Medium,62.0,76.0,81.0,80.0,70.0,70.0,-0.10000000000000009
18,Grégoire Defrel,Centre-Forward,27,10.0,France,AS Roma,Serie A,Sampdoria,Serie A,485.0,1.0,0.0,1.0,0.0,2.3,0.5,13.0,11.0,76,179,77,Left,3,4,2,High/Medium,87.0,75.0,68.0,82.0,35.0,56.0,-1.2999999999999998
18,Gerson,Central Midfield,21,10.0,Brazil,AS Roma,Serie A,Fiorentina,Serie A,909.0,2.0,1.0,1.0,0.0,1.3,0.8,19.0,50.0,81,184,72,Left,2,3,1,Medium/Medium,69.0,56.0,73.0,78.0,58.0,65.0,0.7
18,Wahbi Khazri,Left Winger,27,10.0,Tunisia,Sunderland,League One,Saint-Étienne,Ligue 1,73.0,0.0,0.0,1.0,0.0,,,,,78,176,82,Right,4,4,1,Medium/Medium,75.0,79.0,76.0,79.0,44.0,68.0,
18,Marius Wolf,Right-Back,23,10.0,Germany,E. Frankfurt,Bundesliga,Bor. Dortmund,Bundesliga,2363.0,5.0,8.0,4.0,0.0,3.3,5.4,74.0,92.0,83,188,82,Right,4,3,1,High/Medium,85.0,71.0,72.0,76.0,60.0,73.0,1.7000000000000002
18,Kevin Wimmer,Centre-Back,25,10.0,Austria,Stoke City,Championship,Hannover 96,Bundesliga,1323.0,0.0,0.0,5.0,0.0,0.1,0.2,3.0,40.0,80,187,85,Left,3,2,2,Medium/Medium,53.0,27.0,59.0,64.0,76.0,74.0,-0.1
18,Martin Hinteregger,Centre-Back,26,10.0,Austria,FC Augsburg,Bundesliga,E. Frankfurt,Bundesliga,2655.0,0.0,0.0,3.0,0.0,2.2,0.3,27.0,90.0,80,184,83,Left,3,2,2,High/Medium,67.0,61.0,64.0,59.0,77.0,80.0,-2.2
18,Steven Zuber,Centre-Forward,27,10.0,Switzerland,TSG Hoffenheim,Bundesliga,VfB Stuttgart,Bundesliga,1431.0,1.0,2.0,2.0,0.0,0.9,1.3,38.0,77.0,77,182,79,Right,4,3,1,High/High,79.0,69.0,71.0,77.0,72.0,76.0,0.09999999999999998
18,Kevin Akpoguma,Centre-Back,23,10.0,Nigeria,TSG Hoffenheim,Bundesliga,Hannover 96,Bundesliga,1690.0,0.0,1.0,1.0,0.0,0.2,1.4,23.0,85.0,81,192,85,Right,4,2,1,Medium/Medium,74.0,48.0,54.0,60.0,76.0,72.0,-0.2
18,Lukas Hradecky,Goalkeeper,28,10.0,Finland,E. Frankfurt,Bundesliga,B. Leverkusen,Bundesliga,3060.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84,190,80,Right,3,1,2,Medium/Medium,,,,,,,0.0
18,Sandro Ramírez,Centre-Forward,23,10.0,Spain,Everton,Premier League,Real Sociedad,LaLiga,278.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,8.0,82,175,71,Right,4,3,2,High/Medium,70.0,78.0,63.0,78.0,30.0,63.0,-0.5
18,Omar Colley,Centre-Back,25,5.0,The Gambia,KRC Genk,JPL,Sampdoria,Serie A,3330.0,1.0,0.0,9.0,0.0,0.5,0.5,22.0,144.0,80,191,87,Left,3,2,1,Medium/High,70.0,31.0,51.0,51.0,72.0,83.0,0.5
18,M'Baye Niang,Centre-Forward,23,10.0,Senegal,Torino,Serie A,Stade Rennais,Ligue 1,1532.0,4.0,2.0,5.0,0.0,4.7,1.1,79.0,34.0,83,184,78,Right,4,3,2,High/Medium,88.0,73.0,68.0,80.0,31.0,65.0,-0.7000000000000002
18,Léo Dubois,Right-Back,23,10.0,France,FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,3021.0,3.0,4.0,5.0,0.0,2.1,6.7,96.0,171.0,84,178,73,Right,4,3,1,High/Medium,69.0,61.0,74.0,75.0,76.0,66.0,0.8999999999999999
18,Davide Santon,Left-Back,27,3.0,Italy,Inter,Serie A,AS Roma,Serie A,836.0,0.0,0.0,2.0,0.0,0.2,0.1,30.0,32.0,75,187,77,Right,3,4,2,Medium/Medium,73.0,58.0,70.0,72.0,74.0,72.0,-0.2
18,Aleix Vidal,Right Winger,28,7.5,Spain,Barcelona,LaLiga,Sevilla FC,LaLiga,460.0,1.0,1.0,0.0,0.0,1.3,1.2,12.0,27.0,77,177,70,Right,4,4,2,High/Medium,91.0,67.0,72.0,81.0,70.0,72.0,-0.30000000000000004
18,Lukasz Skorupski,Goalkeeper,27,7.0,Poland,AS Roma,Serie A,Bologna,Serie A,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,187,84,Right,2,1,2,Medium/Medium,,,,,,,0.0
18,Rémy Cabella,Attacking Midfield,28,9.0,France,Marseille,Ligue 1,Saint-Étienne,Ligue 1,64.0,1.0,0.0,0.0,0.0,0.7,0.0,9.0,5.0,78,171,71,Right,4,4,2,Medium/Low,80.0,71.0,76.0,82.0,40.0,55.0,0.30000000000000004
18,Andrea Petagna,Centre-Forward,23,9.0,Italy,Atalanta BC,Serie A,SPAL,Serie A,1618.0,4.0,5.0,6.0,0.0,4.7,4.1,52.0,45.0,82,188,85,Left,3,4,1,Medium/Medium,60.0,70.0,65.0,73.0,36.0,79.0,-0.7000000000000002
18,Samuel Kalu,Right Winger,20,5.0,Nigeria,KAA Gent,JPL,G. Bordeaux,Ligue 1,2169.0,7.0,6.0,5.0,2.0,5.4,6.4,113.0,91.0,82,176,74,Right,4,3,1,High/Medium,84.0,60.0,68.0,74.0,30.0,50.0,1.5999999999999996
