Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Ablöse
22,Lee Buchanan,Left-Back,21,3.5,England,Derby,League One,Werder Bremen,Bundesliga,free transfer
22,Alexandru Maxim,Attacking Midfield,32,3.5,Romania,Gaziantep FK,Süper Lig,Besiktas,Süper Lig,loan transfer
22,Alexis Sánchez,Centre-Forward,33,3.5,Chile,Inter,Serie A,Marseille,Ligue 1,free transfer
22,George Pușcaș,Centre-Forward,26,3.5,Romania,Reading,Championship,Genoa,Serie B,loan transfer
22,Andrei Radu,Goalkeeper,25,3.5,Romania,Inter,Serie A,AJ Auxerre,Ligue 1,loan transfer
22,Sebastiano Esposito,Second Striker,20,3.5,Italy,Inter,Serie A,Bari,Serie B,loan transfer
22,Martin Hongla,Defensive Midfield,24,3.5,Cameroon,Hellas Verona,Serie A,Real Valladolid,LaLiga,loan transfer
22,Jérôme Onguéné,Centre-Back,25,3.5,Cameroon,E. Frankfurt,Bundesliga,RB Salzburg,Bundesliga,loan transfer
22,Ferro,Centre-Back,25,3.5,Portugal,Benfica,Liga Portugal,Vitesse,Eredivisie,loan transfer
22,Shoya Nakajima,Attacking Midfield,28,3.5,Japan,FC Porto,Liga Portugal,Antalyaspor,Süper Lig,free transfer
22,Roberto Piccoli,Centre-Forward,22,3.5,Italy,Atalanta BC,Serie A,FC Empoli,Serie A,loan transfer
22,Marlon,Left-Back,25,3.5,Brazil,Fluminense,Série A,Ankaragücü,Süper Lig,free transfer
22,Taylan Antalyalı,Central Midfield,27,3.5,Türkiye,Galatasaray,Süper Lig,Ankaragücü,Süper Lig,loan transfer
22,Joe Rothwell,Central Midfield,27,3.5,England,Blackburn,Championship,Bournemouth,Premier League,free transfer
22,Di'Shon Bernard,Centre-Back,22,3.5,Jamaica,Man Utd U21,Premier League 2,Portsmouth,League One,loan transfer
22,Michaël Cuisance,Central Midfield,23,3.5,France,Venezia,Serie B,Sampdoria,Serie A,loan transfer
22,Ismaily,Left-Back,32,3.5,Brazil,Shakhtar D.,Premier Liga,LOSC Lille,Ligue 1,free transfer
22,Cecilio Domínguez,Left Winger,27,3.5,Paraguay,Austin,MLS,Santos Laguna,Liga MX Apertura,free transfer
22,Andrei Radu,Goalkeeper,25,3.5,Romania,Inter,Serie A,Cremonese,Serie A,loan transfer
22,Juan Otero,Right Winger,27,3.5,Colombia,América,Liga MX Apertura,Sporting Gijón,2ª División,loan transfer
22,Lucas Halter,Centre-Back,22,3.5,Brazil,Athletico-PR,Série A,Goiás,Série A,loan transfer
22,Bradley Locko,Left-Back,20,3.5,France,Stade Reims,Ligue 1,Stade Brestois,Ligue 1,loan transfer
22,Aboubakar Kamara,Centre-Forward,27,3.5,Mauritania,Olympiacos,Super League 1,Aris Saloniki,Super League 1,loan transfer
22,Marko Pjaca,Left Winger,27,3.5,Croatia,Juventus,Serie A,FC Empoli,Serie A,loan transfer
22,Pêpê,Central Midfield,25,3.5,Portugal,Olympiacos,Super League 1,Ankaragücü,Süper Lig,loan transfer
22,Bryan Reynolds,Right-Back,21,3.5,United States,AS Roma,Serie A,KVC Westerlo,JPL,loan transfer
22,Lorenzo Colombo,Centre-Forward,20,3.5,Italy,AC Milan,Serie A,Lecce,Serie A,loan transfer
22,Callum Styles,Left Midfield,22,3.5,Hungary,Barnsley FC,League One,Millwall,Championship,loan transfer
22,Patrick Cutrone,Centre-Forward,24,3.5,Italy,Wolves,Premier League,Como,Serie B,?
22,Antonio Blanco,Defensive Midfield,22,3.5,Spain,Real Madrid,LaLiga,Alavés,2ª División,loan transfer
22,Ibrahima Niane,Centre-Forward,23,3.5,Senegal,FC Metz,Ligue 2,Angers SCO,Ligue 1,loan transfer
22,Robert Muric,Right Winger,26,3.5,Croatia,HNK Rijeka,SuperSport HNL,Konyaspor,Süper Lig,?
22,Óscar Estupiñán,Centre-Forward,25,3.5,Colombia,Vit. Guimarães,Liga Portugal,Hull City,Championship,free transfer
22,Mattia Caldara,Centre-Back,28,3.5,Italy,AC Milan,Serie A,Spezia Calcio,Serie A,loan transfer
22,Omar Fernández,Left Winger,29,3.5,Colombia,León,Liga MX Apertura,Puebla FC,Liga MX Apertura,loan transfer
22,Charles Aránguiz,Central Midfield,33,3.5,Chile,B. Leverkusen,Bundesliga,Internacional,Série A,free transfer
22,Vitinho,Left Winger,28,3.5,Brazil,Flamengo,Série A,Al-Ettifaq,Saudi Pro League,free transfer
22,Raul Gustavo,Centre-Back,23,3.5,Brazil,Corinthians,Série A,EC Bahia,Série A,loan transfer
22,Caio Alexandre,Defensive Midfield,23,3.5,Brazil,Vancouver,MLS,Fortaleza,Série A,loan transfer
22,Aarón Molinas,Attacking Midfield,22,3.5,Argentina,Boca Juniors,Liga Profesional,Tigre,Liga Profesional,loan transfer
22,Alexis Canelo,Centre-Forward,30,3.5,Argentina,Toluca,Liga MX Apertura,Club Tijuana,Liga MX Apertura,free transfer
22,Domingo Blanco,Right Winger,27,3.5,Argentina,Independiente,Liga Profesional,SC Dnipro-1,Premier Liga,free transfer
22,Elias Cobbaut,Centre-Back,24,3.0,Belgium,RSC Anderlecht,JPL,Parma,Serie B,€3.46m
22,Jimmy-Jay Morgan,Centre-Forward,17,0,England,Southampton B,Premier League 2,Chelsea U21,Premier League 2,€3.40m
22,Jayden Oosterwolde,Left-Back,21,1.0,Netherlands,Twente FC,Eredivisie,Parma,Serie B,€3.30m
22,Jhoanner Chávez,Left-Back,20,2.0,Ecuador,Independiente,Serie A Primera Etapa,EC Bahia,Série A,€3.25m
22,Manu García,Attacking Midfield,24,3.0,Spain,Sporting Gijón,2ª División,Aris Saloniki,Super League 1,€3.20m
22,Farid Boulaya,Attacking Midfield,29,3.5,Algeria,FC Metz,Ligue 2,Al-Gharafa,Stars League,free transfer
22,Berke Özer,Goalkeeper,22,3.5,Türkiye,Fenerbahce,Süper Lig,Portimonense,Liga Portugal,free transfer
22,Luca Moro,Centre-Forward,21,3.5,Italy,Sassuolo,Serie A,Frosinone,Serie B,loan transfer
22,Fabiano,Right-Back,22,3.5,Brazil,SC Braga,Liga Portugal,Kasimpasa,Süper Lig,loan transfer
22,Zinedine Ferhat,Right Winger,29,3.5,Algeria,Nîmes Olympique,Ligue 2,Alanyaspor,Süper Lig,free transfer
22,Juan Fernando Quintero,Attacking Midfield,29,3.5,Colombia,SZ FC,Super League,Junior FC,Liga DIMAYOR II,free transfer
22,Manuel Castro,Right Winger,27,3.5,Uruguay,Estudiantes LP,Liga Profesional,FC Juárez,Liga MX Apertura,free transfer
22,Joakim Nilsson,Centre-Back,28,3.5,Sweden,Arm. Bielefeld,2. Bundesliga,St. Louis CITY,United States,free transfer
22,Harrison Ashby,Right-Back,21,3.0,Scotland,West Ham U21,Premier League 2,Newcastle,Premier League,€3.40m
22,Ahmed Musa,Left Winger,29,3.4,Nigeria,Karagümrük,Süper Lig,Sivasspor,Süper Lig,free transfer
22,Saba Lobjanidze,Left Winger,28,3.3,Georgia,Hatayspor,Süper Lig,Karagümrük,Süper Lig,loan transfer
22,Emanuel Emegha,Centre-Forward,19,9.0,Netherlands,Royal Antwerp,JPL,Sturm Graz,Bundesliga,€3.24m
22,João Klauss,Centre-Forward,25,3.0,Brazil,TSG Hoffenheim,Bundesliga,St. Louis CITY,United States,€3.20m
22,Patrick van Aanholt,Left-Back,32,3.2,Netherlands,Galatasaray,Süper Lig,PSV Eindhoven,Eredivisie,Loan fee:€1.50m
22,Lucas Romero,Defensive Midfield,28,3.2,Argentina,Independiente,Liga Profesional,León,Liga MX Apertura,€564k
22,Cédric Brunner,Right-Back,28,3.2,Switzerland,Arm. Bielefeld,2. Bundesliga,FC Schalke 04,Bundesliga,free transfer
22,Sékou Mara,Centre-Forward,19,3.0,France,G. Bordeaux,Ligue 2,Southampton,Premier League,€11.50m
22,Arkadiusz Reca,Left-Back,27,3.0,Poland,Atalanta BC,Serie A,Spezia Calcio,Serie A,€3.90m
22,Ishaq Abdulrazak,Right Midfield,20,3.0,Nigeria,Norrköping,Allsvenskan,RSC Anderlecht,JPL,€3.00m
22,Osman Bukari,Right Winger,23,3.0,Ghana,KAA Gent,JPL,Red Star,Super liga Srbije,€3.00m
22,Alan Matturro,Centre-Back,18,1.7,Uruguay,Defensor SC,Primera División Clausura,Genoa,Serie B,€3.00m
22,Mamadou Coulibaly,Central Midfield,23,2.5,Senegal,Udinese Calcio,Serie A,Salernitana,Serie A,€3.00m
22,Matthew Hoppe,Centre-Forward,21,1.0,United States,RCD Mallorca,LaLiga,Middlesbrough,Championship,€3.00m
22,Jean-Eudes Aholou,Defensive Midfield,28,3.0,Cote d'Ivoire,Monaco,Ligue 1,R. Strasbourg,Ligue 1,€3.00m
22,Liberato Cacace,Left-Back,21,2.5,New Zealand,Sint-Truiden,JPL,FC Empoli,Serie A,€3.00m
22,Vakoun Bayo,Centre-Forward,25,3.2,Cote d'Ivoire,KAA Gent,JPL,R Charleroi SC,JPL,€1.50m
22,João Figueiredo,Centre-Forward,26,3.2,Brazil,Gaziantep FK,Süper Lig,Basaksehir,Süper Lig,€650k
22,Ebrima Colley,Right Winger,22,3.2,The Gambia,Atalanta BC,Serie A,Karagümrük,Süper Lig,Loan fee:€50k
22,Jorge Morel,Defensive Midfield,25,3.2,Paraguay,Guaraní,Primera División Clausura,Adana Demirspor,Süper Lig,loan transfer
22,Hugo Cuypers,Centre-Forward,25,3.0,Belgium,KV Mechelen,JPL,KAA Gent,JPL,€4.60m
22,Josh Doig,Left-Back,20,3.0,Scotland,Hibernian FC,Premiership,Hellas Verona,Serie A,€3.40m
22,Roberto Fernández,Centre-Back,22,1.3,Paraguay,Guaraní,Primera División Clausura,Dynamo Moscow,Premier Liga,€3.00m
22,Nicolai Vallys,Attacking Midfield,25,1.5,Denmark,Silkeborg IF,Superliga,Bröndby IF,Superliga,€3.00m
22,Daniel Mancini,Right Winger,26,2.5,Argentina,Aris Saloniki,Super League 1,Panathinaikos,Super League 1,€3.00m
22,Robert Ljubicic,Central Midfield,22,2.5,Croatia,Rapid Vienna,Bundesliga,Dinamo Zagreb,SuperSport HNL,€3.00m
22,Dmytro Riznyk,Goalkeeper,24,2.0,Ukraine,Vorskla Poltava,Premier Liga,Shakhtar D.,Premier Liga,€3.00m
22,Veton Berisha,Centre-Forward,28,1.8,Norway,Hammarby,Allsvenskan,Molde FK,Eliteserien,€3.00m
22,Lucas Fasson,Centre-Back,21,1.5,Brazil,Athletico-PR,Série A,Loko Moscow,Premier Liga,€3.00m
22,Bafodé Diakité,Centre-Back,21,3.0,France,Toulouse,Ligue 1,LOSC Lille,Ligue 1,€3.00m
22,Arijanet Muric,Goalkeeper,23,2.6,Kosovo,Man City,Premier League,Burnley,Championship,€3.00m
22,Matías Palacios,Attacking Midfield,20,2.0,Argentina,FC Basel,Super League,Al-Ain,UAE Pro League,€3.00m
22,Luca Zanimacchia,Right Winger,23,2.0,Italy,Juve Next Gen,Serie C-A,Cremonese,Serie A,€3.00m
22,Matteo Tramoni,Left Winger,22,2.2,Italy,Cagliari Calcio,Serie B,Pisa,Serie B,€3.00m
22,Vivaldo Semedo,Centre-Forward,17,0,Portugal,Sporting U17,Without Club,Udinese U19,Primavera 1,€3.00m
22,José Gragera,Central Midfield,22,3.0,Spain,Sporting Gijón,2ª División,Espanyol,LaLiga,€2.80m
22,Michal Helik,Centre-Back,26,3.0,Poland,Barnsley FC,League One,Huddersfield,Championship,€2.80m
22,Leonardo Campana,Centre-Forward,22,3.0,Ecuador,Wolves,Premier League,Miami,MLS,€2.70m
22,Hrvoje Smolcic,Centre-Back,21,3.0,Croatia,HNK Rijeka,SuperSport HNL,E. Frankfurt,Bundesliga,€2.50m
22,Eduard Sobol,Left-Back,27,3.0,Ukraine,Club Brugge,JPL,R. Strasbourg,Ligue 1,€2.50m
22,Fernando Pacheco,Goalkeeper,30,3.0,Spain,UD Almería,LaLiga,Espanyol,LaLiga,€2.20m
22,Mario Mitaj,Left-Back,19,5.0,Albania,AEK Athens,Super League 1,Loko Moscow,Premier Liga,€3.00m
22,Thierno Baldé,Right-Back,20,2.0,France,Paris SG,Ligue 1,Troyes,Ligue 1,€3.00m
22,Rasmus Carstensen,Right-Back,21,1.5,Denmark,Silkeborg IF,Superliga,KRC Genk,JPL,€3.00m
22,Luca Valzania,Central Midfield,26,1.2,Italy,Atalanta BC,Serie A,Cremonese,Serie A,€3.00m
22,Gui Guedes,Central Midfield,20,5.0,Portugal,Vit. Guimarães,Liga Portugal,UD Almería,LaLiga,€3.00m
22,Marcel Tisserand,Centre-Back,29,2.8,DR Congo,Fenerbahce,Süper Lig,Al-Ettifaq,Saudi Pro League,€3.00m
22,Nikola Petkovic,Defensive Midfield,19,3.0,Serbia,FK Cukaricki,Super liga Srbije,Crown Legacy FC,MLS Next Pro,€3.00m
22,Léo,Centre-Back,26,3.0,Brazil,São Paulo,Série A,Vasco da Gama,Série A,€2.80m
22,Lukas Lerager,Central Midfield,28,3.0,Denmark,Genoa,Serie B,FC Copenhagen,Superliga,€2.70m
22,Matt Clarke,Centre-Back,25,3.0,England,Brighton,Premier League,Middlesbrough,Championship,€2.60m
22,Antonio Colak,Centre-Forward,28,3.0,Croatia,PAOK Salonika,Super League 1,Rangers,Premiership,€2.50m
22,Felipe,Centre-Back,33,3.0,Brazil,Atlético Madrid,LaLiga,Nottm Forest,Premier League,€2.30m
22,Zanocelo,Defensive Midfield,21,3.0,Brazil,Ferroviária,Paulistão A1 - Primeira Fase,Santos,Série A,€2.00m
22,Adama Traoré,Right Winger,27,3.0,Mali,FC Sheriff,Super Liga,Ferencváros,NB I.,€2.00m
22,Philip Zinckernagel,Left Winger,27,3.0,Denmark,Watford,Championship,Olympiacos,Super League 1,€2.00m
22,Léo Jardim,Goalkeeper,27,3.0,Brazil,LOSC Lille,Ligue 1,Vasco da Gama,Série A,€2.00m
22,Ramiro Enrique,Centre-Forward,21,3.0,Argentina,Banfield,Liga Profesional,Orlando,MLS,€1.84m
22,Gautier Larsonneur,Goalkeeper,25,3.0,France,Stade Brestois,Ligue 1,Saint-Étienne,Ligue 2,€1.60m
22,Patrick,Central Midfield,30,3.0,Brazil,São Paulo,Série A,Atlético-MG,Série A,€1.50m
22,Hugo Siquet,Right-Back,20,3.0,Belgium,SC Freiburg,Bundesliga,Cercle Brugge,JPL,Loan fee:€1.50m
22,Nikolay Komlichenko,Centre-Forward,27,3.0,Russia,Dynamo Moscow,Premier Liga,Rostov,Premier Liga,€1.50m
22,Eric Martel,Defensive Midfield,20,3.0,Germany,RB Leipzig,Bundesliga,1.FC Köln,Bundesliga,€1.20m
22,Petar Stojanović,Right-Back,26,3.0,Slovenia,Dinamo Zagreb,SuperSport HNL,FC Empoli,Serie A,€1.20m
22,Aleksandar Pesic,Centre-Forward,30,3.0,Serbia,Karagümrük,Süper Lig,Red Star,Super liga Srbije,€1.00m
22,Julen Lobete,Left Winger,21,3.0,Spain,Real Sociedad B,Primera Federación - Gr. II,Celta de Vigo,LaLiga,€1.00m
22,Nathan,Right-Back,20,3.0,Brazil,Boavista,Liga Portugal,Santos,Série A,€2.00m
22,Rochinha,Left Winger,27,3.0,Portugal,Vit. Guimarães,Liga Portugal,Sporting CP,Liga Portugal,€2.00m
22,Ben Malango,Centre-Forward,28,3.0,DR Congo,Sharjah FC,UAE Pro League,Qatar SC,Stars League,€2.00m
22,Cédric Hountondji,Centre-Back,28,3.0,Benin,Clermont Foot,Ligue 1,Angers SCO,Ligue 1,€2.00m
22,Matías Kranevitter,Defensive Midfield,29,3.0,Argentina,Monterrey,Liga MX Apertura,River Plate,Liga Profesional,€1.70m
22,László Bénes,Central Midfield,24,3.0,Slovakia,Bor. M'gladbach,Bundesliga,Hamburger SV,2. Bundesliga,€1.50m
22,Abdul Mumin,Centre-Back,24,3.0,Ghana,Vit. Guimarães,Liga Portugal,Rayo Vallecano,LaLiga,€1.50m
22,Moreto Cassamá,Central Midfield,24,3.0,Guinea-Bissau,Stade Reims,Ligue 1,Omonia Nicosia,Protathlima Cyta,€1.50m
22,Nicolás Díaz,Centre-Back,23,3.0,Chile,Mazatlán FC,Liga MX Apertura,Club Tijuana,Liga MX Apertura,€1.37m
22,Monchu,Central Midfield,22,3.0,Spain,Granada CF,2ª División,Real Valladolid,LaLiga,€1.20m
22,Onur Bulut,Right-Back,28,3.0,Türkiye,Kayserispor,Süper Lig,Besiktas,Süper Lig,€1.00m
22,Jasper Cillessen,Goalkeeper,33,3.0,Netherlands,Valencia,LaLiga,NEC Nijmegen,Eredivisie,€1.00m
22,Abdelhamid Sabiri,Attacking Midfield,25,3.0,Morocco,Ascoli,Serie B,Sampdoria,Serie A,€1.00m
22,Julian Gressel,Right Midfield,28,3.0,United States,D.C. United,MLS,Vancouver,MLS,€890k
22,Gonçalo Paciência,Centre-Forward,28,3.0,Portugal,E. Frankfurt,Bundesliga,Celta de Vigo,LaLiga,€790k
22,Mickaël Malsa,Defensive Midfield,26,3.0,Martinique,Levante,2ª División,Real Valladolid,LaLiga,€500k
22,Sebastiano Luperto,Centre-Back,25,3.0,Italy,Napoli,Serie A,FC Empoli,Serie A,Loan fee:€500k
22,Rodrigo Dourado,Defensive Midfield,28,3.0,Brazil,Internacional,Série A,San Luis,Liga MX Apertura,€500k
22,Lucas Da Cunha,Left Winger,21,3.0,France,OGC Nice,Ligue 1,Como,Serie B,€400k
22,Latif Blessing,Attacking Midfield,26,3.0,Ghana,LAFC,MLS,New England,MLS,€379k
22,Mario González,Centre-Forward,26,3.0,Spain,SC Braga,Liga Portugal,OH Leuven,JPL,Loan fee:€250k
22,Noah Mbamba,Central Midfield,18,3.0,Belgium,Club Brugge,JPL,B. Leverkusen,Bundesliga,€100k
22,Marko Lazetić,Centre-Forward,19,3.0,Serbia,AC Milan,Serie A,SCR Altach,Bundesliga,Loan fee:€47k
22,Jayden Braaf,Left Winger,19,3.0,Netherlands,Man City U21,Premier League 2,B. Dortmund II,3. Liga,free transfer
22,Éder Balanta,Defensive Midfield,29,3.0,Colombia,Club Brugge,JPL,FC Schalke 04,Bundesliga,loan transfer
22,Abdou Harroui,Central Midfield,24,3.0,Morocco,Sparta R.,Eredivisie,Sassuolo,Serie A,€1.00m
22,James Bree,Right-Back,25,3.0,England,Luton,Championship,Southampton,Premier League,€850k
22,Ajdin Hrustić,Attacking Midfield,26,3.0,Australia,E. Frankfurt,Bundesliga,Hellas Verona,Serie A,€500k
22,William Troost-Ekong,Centre-Back,29,3.0,Nigeria,Watford,Championship,Salernitana,Serie A,Loan fee:€500k
22,Sam Lammers,Centre-Forward,25,3.0,Netherlands,Atalanta BC,Serie A,FC Empoli,Serie A,Loan fee:€500k
22,Julián Carranza,Centre-Forward,22,3.0,Argentina,Miami,MLS,Philadelphia,MLS,€455k
22,Abdoulaye Seck,Centre-Back,30,3.0,Senegal,Royal Antwerp,JPL,Maccabi Haifa,Ligat ha'Al,€390k
22,Alexander Schwolow,Goalkeeper,30,3.0,Germany,Hertha BSC,Bundesliga,FC Schalke 04,Bundesliga,Loan fee:€300k
22,João Novais,Central Midfield,29,3.0,Portugal,SC Braga,Liga Portugal,Al-Bataeh CSC,UAE Pro League,€125k
22,Viktor Kovalenko,Attacking Midfield,26,3.0,Ukraine,Atalanta BC,Serie A,Spezia Calcio,Serie A,Loan fee:€100k
22,Kristian Pedersen,Left-Back,27,3.0,Denmark,Birmingham,Championship,1.FC Köln,Bundesliga,free transfer
22,Aurélio Buta,Right-Back,25,3.0,Portugal,Royal Antwerp,JPL,E. Frankfurt,Bundesliga,free transfer
22,Keven Schlotterbeck,Centre-Back,25,3.0,Germany,SC Freiburg,Bundesliga,VfL Bochum,Bundesliga,loan transfer
22,Rareș Ilie,Attacking Midfield,19,3.0,Romania,OGC Nice,Ligue 1,M. Tel Aviv,Ligat ha'Al,loan transfer
22,Víctor Mollejo,Left Winger,21,3.0,Spain,Atlético Madrid,LaLiga,Real Zaragoza,2ª División,loan transfer
22,Bruno Valdez,Centre-Back,30,3.0,Paraguay,América,Liga MX Apertura,Boca Juniors,Liga Profesional,free transfer
22,Keita Baldé,Left Winger,27,3.0,Senegal,Cagliari Calcio,Serie B,Spartak Moscow,Premier Liga,free transfer
22,Julen Lobete,Left Winger,21,3.0,Spain,Celta de Vigo,LaLiga,RKC Waalwijk,Eredivisie,loan transfer
22,Güven Yalçın,Centre-Forward,23,3.0,Türkiye,Besiktas,Süper Lig,Genoa,Serie B,free transfer
22,Matthis Abline,Centre-Forward,19,3.0,France,Stade Rennais,Ligue 1,AJ Auxerre,Ligue 1,loan transfer
22,James McAtee,Attacking Midfield,19,3.0,England,Man City U21,Premier League 2,Sheff Utd,Championship,loan transfer
22,Jarrad Branthwaite,Centre-Back,20,3.0,England,Everton,Premier League,PSV Eindhoven,Eredivisie,loan transfer
22,Ronaldo Vieira,Central Midfield,24,3.0,England,Sampdoria,Serie A,Torino,Serie A,loan transfer
22,Joe Bryan,Left-Back,28,3.0,England,Fulham,Premier League,OGC Nice,Ligue 1,loan transfer
22,Gabriel Slonina,Goalkeeper,18,3.0,United States,Chelsea,Premier League,Chicago,MLS,loan transfer
22,Jérôme Roussillon,Left-Back,30,3.0,Guadeloupe,VfL Wolfsburg,Bundesliga,Union Berlin,Bundesliga,?
22,Tomás Alarcón,Defensive Midfield,23,3.0,Chile,Cádiz CF,LaLiga,Real Zaragoza,2ª División,loan transfer
22,Tyler Morton,Defensive Midfield,19,3.0,England,Liverpool U21,Premier League 2,Blackburn,Championship,loan transfer
22,Modibo Sagnan,Centre-Back,23,3.0,Mali,Real Sociedad,LaLiga,FC Utrecht,Eredivisie,loan transfer
22,Jacob Rasmussen,Centre-Back,25,3.0,Denmark,Fiorentina,Serie A,Feyenoord,Eredivisie,loan transfer
22,Rubén Blanco,Goalkeeper,26,3.0,Spain,Celta de Vigo,LaLiga,Marseille,Ligue 1,loan transfer
22,Edouard Michut,Central Midfield,19,3.0,France,Paris SG,Ligue 1,Sunderland,Championship,loan transfer
22,Akim Zedadka,Right-Back,27,3.0,Algeria,LOSC Lille,Ligue 1,AJ Auxerre,Ligue 1,loan transfer
22,Sergio Camello,Centre-Forward,21,3.0,Spain,Atlético Madrid,LaLiga,Rayo Vallecano,LaLiga,loan transfer
22,Matteo Cancellieri,Right Winger,20,3.0,Italy,Hellas Verona,Serie A,Lazio,Serie A,loan transfer
22,Aaron Ramsey,Central Midfield,31,3.0,Wales,Juventus,Serie A,OGC Nice,Ligue 1,free transfer
22,Josip Drmic,Centre-Forward,29,3.0,Switzerland,Norwich,Championship,Dinamo Zagreb,SuperSport HNL,free transfer
22,Toni Borevković,Centre-Back,25,3.0,Croatia,Vit. Guimarães,Liga Portugal,Hajduk Split,SuperSport HNL,loan transfer
22,Gabriel Vidovic,Left Winger,18,3.0,Croatia,Bayern Munich,Bundesliga,Vitesse,Eredivisie,loan transfer
22,Radoslaw Majecki,Goalkeeper,22,3.0,Poland,Monaco,Ligue 1,Cercle Brugge,JPL,loan transfer
22,Jean Marcelin,Centre-Back,22,3.0,France,Monaco,Ligue 1,Cercle Brugge,JPL,loan transfer
22,Adryelson,Centre-Back,24,3.0,Brazil,Sport Recife,Série B,Botafogo,Série A,free transfer
22,Jaden Philogene,Left Winger,20,3.0,England,Aston Villa,Premier League,Cardiff,Championship,loan transfer
22,Aaron Ramsey,Attacking Midfield,20,3.0,England,Aston Villa U21,Premier League 2,Middlesbrough,Championship,loan transfer
22,Darragh Lenihan,Centre-Back,28,3.0,Ireland,Blackburn,Championship,Middlesbrough,Championship,free transfer
22,In-beom Hwang,Central Midfield,25,3.0,"Korea, South",Rubin Kazan,1.League,Olympiacos,Super League 1,free transfer
22,Mattia Destro,Centre-Forward,31,3.0,Italy,Genoa,Serie B,FC Empoli,Serie A,free transfer
22,Boschilia,Attacking Midfield,26,3.0,Brazil,Internacional,Série A,Coritiba FC,Série A,free transfer
22,Jesé,Left Winger,29,3.0,Spain,UD Las Palmas,2ª División,Ankaragücü,Süper Lig,free transfer
22,Faitout Maouassa,Left-Back,23,3.0,France,Club Brugge,JPL,Montpellier,Ligue 1,loan transfer
22,Gennaro Tutino,Centre-Forward,26,3.0,Italy,Parma,Serie B,Palermo,Serie B,loan transfer
22,Bersant Celina,Attacking Midfield,26,3.0,Kosovo,Dijon,Ligue 2,Stoke City,Championship,loan transfer
22,Heitor,Right-Back,21,3.0,Brazil,Internacional,Série A,Cercle Brugge,JPL,loan transfer
22,Thomas Delaney,Central Midfield,31,3.0,Denmark,Sevilla FC,LaLiga,TSG Hoffenheim,Bundesliga,loan transfer
22,Nahuel Bustos,Centre-Forward,24,3.0,Argentina,Man City,Premier League,São Paulo,Série A,loan transfer
22,Nikão,Attacking Midfield,30,3.0,Brazil,São Paulo,Série A,Cruzeiro,Série A,loan transfer
22,Ryan Giles,Left-Back,22,3.0,England,Wolves,Premier League,Middlesbrough,Championship,loan transfer
22,Yaroslav Rakitskyi,Centre-Back,33,3.0,Ukraine,Adana Demirspor,Süper Lig,Shakhtar D.,Premier Liga,free transfer
22,Marcelo,Left-Back,34,3.0,Brazil,Real Madrid,LaLiga,Olympiacos,Super League 1,free transfer
22,Liziero,Central Midfield,25,3.0,Brazil,São Paulo,Série A,Coritiba FC,Série A,loan transfer
22,Kristoffer Olsson,Central Midfield,27,3.0,Sweden,RSC Anderlecht,JPL,FC Midtjylland,Superliga,loan transfer
22,Emre Kılınç,Left Winger,28,3.0,Türkiye,Galatasaray,Süper Lig,Ankaragücü,Süper Lig,loan transfer
22,Okay Yokuşlu,Defensive Midfield,28,3.0,Türkiye,Celta de Vigo,LaLiga,West Brom,Championship,free transfer
